"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15197","test_login_success[chromium]","test_case.test_login","Thu Aug 13 18:15:14 CST 2026","passed","Thu Aug 13 18:15:29 CST 2026","TestLoginSuccess","test_login_success","",""
